"Level","site","ID_order","from","to","Taxon","Reads","Fx"
"p","Bird Observatory","PUF_MBO_04","01/07/2024","15/07/2024","Chordata_7711",308,0.272807794508415
"p","Bird Observatory","PUF_MBO_05","15/07/2024","29/07/2024","Arthropoda_6656",9223,0.98683928953563
"p","Bird Observatory","PUF_MBO_05","15/07/2024","29/07/2024","Mollusca_6447",72,0.00770383051572865
"p","Bird Observatory","PUF_MBO_05","15/07/2024","29/07/2024","Cnidaria_6073",31,0.00331692702760539
"p","Bird Observatory","PUF_MBO_05","15/07/2024","29/07/2024","Chordata_7711",20,0.00213995292103574
"p","Bird Observatory","PUF_MBO_06","29/07/2024","12/08/2024","Arthropoda_6656",944,0.935579781962339
"p","Bird Observatory","PUF_MBO_06","29/07/2024","12/08/2024","Cnidaria_6073",41,0.0406342913776016
"p","Bird Observatory","PUF_MBO_06","29/07/2024","12/08/2024","Mollusca_6447",24,0.0237859266600595
"p","Bird Observatory","PUF_MBO_07","12/08/2024","26/08/2024","Arthropoda_6656",1826,0.923154701718908
"p","Bird Observatory","PUF_MBO_07","12/08/2024","26/08/2024","Cnidaria_6073",147,0.0743174924165824
"p","Bird Observatory","PUF_MBO_07","12/08/2024","26/08/2024","Mollusca_6447",5,0.00252780586450961
"p","Bird Observatory","PUF_MBO_08","26/08/2024","09/09/2024","Arthropoda_6656",1796,0.95076760190577
"p","Bird Observatory","PUF_MBO_08","26/08/2024","09/09/2024","Cnidaria_6073",85,0.0449973530968767
"p","Bird Observatory","PUF_MBO_08","26/08/2024","09/09/2024","Mollusca_6447",8,0.0042350449973531
"p","Bird Observatory","PUF_MBO_09","09/09/2024","23/09/2024","Arthropoda_6656",2635,0.908307480179249
"p","Bird Observatory","PUF_MBO_09","09/09/2024","23/09/2024","Cnidaria_6073",103,0.0355049982764564
"p","Bird Observatory","PUF_MBO_09","09/09/2024","23/09/2024","Mollusca_6447",100,0.0344708721130645
"p","Bird Observatory","PUF_MBO_09","09/09/2024","23/09/2024","Chordata_7711",63,0.0217166494312306
"p","Bird Observatory","PUF_MBO_10","23/09/2024","07/10/2024","Arthropoda_6656",1539,0.922661870503597
"p","Bird Observatory","PUF_MBO_10","23/09/2024","07/10/2024","Cnidaria_6073",120,0.0719424460431655
"p","Bird Observatory","PUF_MBO_10","23/09/2024","07/10/2024","Mollusca_6447",6,0.00359712230215827
"p","Bird Observatory","PUF_MBO_10","23/09/2024","07/10/2024","Chordata_7711",3,0.00179856115107914
"p","Botanical Garden","PUF_BOT_01","17/05/2024","31/05/2024","Arthropoda_6656",750,0.914634146341463
"p","Botanical Garden","PUF_BOT_01","17/05/2024","31/05/2024","Chordata_7711",36,0.0439024390243902
"p","Botanical Garden","PUF_BOT_01","17/05/2024","31/05/2024","Cnidaria_6073",34,0.0414634146341463
"p","Botanical Garden","PUF_BOT_02","31/05/2024","14/06/2024","Arthropoda_6656",2350,0.975508509755085
"p","Botanical Garden","PUF_BOT_02","31/05/2024","14/06/2024","Chordata_7711",39,0.0161892901618929
"p","Botanical Garden","PUF_BOT_02","31/05/2024","14/06/2024","Cnidaria_6073",20,0.008302200083022
"p","Botanical Garden","PUF_BOT_03","24/06/2024","28/06/2024","Chordata_7711",88,1
"p","Botanical Garden","PUF_BOT_04","28/06/2024","12/07/2024","Arthropoda_6656",901,0.961579509071505
"p","Botanical Garden","PUF_BOT_04","28/06/2024","12/07/2024","Cnidaria_6073",33,0.0352187833511206
"p","Botanical Garden","PUF_BOT_04","28/06/2024","12/07/2024","Chordata_7711",3,0.0032017075773746
"p","Botanical Garden","PUF_BOT_05","12/07/2024","26/07/2024","Arthropoda_6656",1398,0.906614785992218
"p","Botanical Garden","PUF_BOT_05","12/07/2024","26/07/2024","Chordata_7711",64,0.0415045395590143
"p","Botanical Garden","PUF_BOT_05","12/07/2024","26/07/2024","Mollusca_6447",47,0.0304798962386511
"p","Botanical Garden","PUF_BOT_05","12/07/2024","26/07/2024","Cnidaria_6073",33,0.0214007782101167
"p","Botanical Garden","PUF_BOT_06","26/07/2024","09/08/2024","Arthropoda_6656",19117,0.962297392529951
"p","Botanical Garden","PUF_BOT_06","26/07/2024","09/08/2024","Chordata_7711",727,0.0365951877579785
"p","Botanical Garden","PUF_BOT_06","26/07/2024","09/08/2024","Cnidaria_6073",22,0.00110741971207087
"p","Botanical Garden","PUF_BOT_07","09/08/2024","23/08/2024","Arthropoda_6656",2586,0.969992498124531
"p","Botanical Garden","PUF_BOT_07","09/08/2024","23/08/2024","Cnidaria_6073",63,0.0236309077269317
"p","Botanical Garden","PUF_BOT_07","09/08/2024","23/08/2024","Chordata_7711",17,0.00637659414853713
"p","Botanical Garden","PUF_BOT_08","23/08/2024","06/09/2024","Arthropoda_6656",1167,0.958128078817734
"p","Botanical Garden","PUF_BOT_08","23/08/2024","06/09/2024","Cnidaria_6073",48,0.0394088669950739
"p","Botanical Garden","PUF_BOT_08","23/08/2024","06/09/2024","Chordata_7711",3,0.00246305418719212
"p","Botanical Garden","PUF_BOT_09","06/09/2024","20/09/2024","Arthropoda_6656",1425,0.966101694915254
"p","Botanical Garden","PUF_BOT_09","06/09/2024","20/09/2024","Cnidaria_6073",20,0.0135593220338983
"p","Botanical Garden","PUF_BOT_09","06/09/2024","20/09/2024","Mollusca_6447",19,0.0128813559322034
"p","Botanical Garden","PUF_BOT_09","06/09/2024","20/09/2024","Chordata_7711",11,0.00745762711864407
"p","Botanical Garden","PUF_BOT_10","20/09/2024","04/10/2024","Arthropoda_6656",3526,0.915131066701272
"p","Botanical Garden","PUF_BOT_10","20/09/2024","04/10/2024","Chordata_7711",327,0.0848689332987283
"p","Boucherville","PUF_BOU_01","27/05/2024","10/06/2024","Arthropoda_6656",247,0.98015873015873
"p","Boucherville","PUF_BOU_01","27/05/2024","10/06/2024","Chordata_7711",2,0.00793650793650794
"p","Boucherville","PUF_BOU_01","27/05/2024","10/06/2024","Cnidaria_6073",2,0.00793650793650794
"p","Boucherville","PUF_BOU_01","27/05/2024","10/06/2024","Mollusca_6447",1,0.00396825396825397
"p","Boucherville","PUF_BOU_02","10/06/2024","24/06/2024","Arthropoda_6656",998,0.941509433962264
"p","Boucherville","PUF_BOU_02","10/06/2024","24/06/2024","Chordata_7711",42,0.039622641509434
"p","Boucherville","PUF_BOU_02","10/06/2024","24/06/2024","Cnidaria_6073",20,0.0188679245283019
"p","Boucherville","PUF_BOU_03","24/06/2024","08/07/2024","Arthropoda_6656",555,0.849923430321593
"p","Boucherville","PUF_BOU_03","24/06/2024","08/07/2024","Chordata_7711",57,0.0872894333843798
"p","Boucherville","PUF_BOU_03","24/06/2024","08/07/2024","Cnidaria_6073",41,0.0627871362940276
"p","Boucherville","PUF_BOU_04","08/07/2024","22/07/2024","Arthropoda_6656",592,0.986666666666667
"p","Boucherville","PUF_BOU_04","08/07/2024","22/07/2024","Chordata_7711",7,0.0116666666666667
"p","Boucherville","PUF_BOU_04","08/07/2024","22/07/2024","Cnidaria_6073",1,0.00166666666666667
"p","Boucherville","PUF_BOU_05","22/07/2024","05/08/2024","Arthropoda_6656",2369,0.963399755998373
"p","Boucherville","PUF_BOU_05","22/07/2024","05/08/2024","Cnidaria_6073",79,0.0321268808458723
"p","Boucherville","PUF_BOU_05","22/07/2024","05/08/2024","Mollusca_6447",11,0.00447336315575437
"p","Boucherville","PUF_BOU_06","05/08/2024","19/08/2024","Arthropoda_6656",809,0.942890442890443
"p","Boucherville","PUF_BOU_06","05/08/2024","19/08/2024","Cnidaria_6073",26,0.0303030303030303
"p","Boucherville","PUF_BOU_06","05/08/2024","19/08/2024","Mollusca_6447",23,0.0268065268065268
"p","Boucherville","PUF_BOU_07","19/08/2024","02/09/2024","Arthropoda_6656",220,0.674846625766871
"p","Boucherville","PUF_BOU_07","19/08/2024","02/09/2024","Chordata_7711",60,0.184049079754601
"p","Boucherville","PUF_BOU_07","19/08/2024","02/09/2024","Mollusca_6447",24,0.0736196319018405
"p","Boucherville","PUF_BOU_07","19/08/2024","02/09/2024","Cnidaria_6073",22,0.0674846625766871
"p","Boucherville","PUF_BOU_08","02/09/2024","16/09/2024","Arthropoda_6656",2115,0.942513368983957
"p","Boucherville","PUF_BOU_08","02/09/2024","16/09/2024","Cnidaria_6073",67,0.0298573975044563
"p","Boucherville","PUF_BOU_08","02/09/2024","16/09/2024","Chordata_7711",32,0.0142602495543672
"p","Boucherville","PUF_BOU_08","02/09/2024","16/09/2024","Mollusca_6447",30,0.0133689839572193
"p","Boucherville","PUF_BOU_09","16/09/2024","30/09/2024","Arthropoda_6656",1703,0.939845474613687
"p","Boucherville","PUF_BOU_09","16/09/2024","30/09/2024","Chordata_7711",89,0.0491169977924945
"p","Boucherville","PUF_BOU_09","16/09/2024","30/09/2024","Cnidaria_6073",10,0.00551876379690949
"p","Boucherville","PUF_BOU_09","16/09/2024","30/09/2024","Mollusca_6447",10,0.00551876379690949
"p","IPEX","PUF_IPEX_01","15/05/2024","29/05/2024","Arthropoda_6656",84,0.75
"p","IPEX","PUF_IPEX_01","15/05/2024","29/05/2024","Chordata_7711",28,0.25
"p","IPEX","PUF_IPEX_02","29/05/2024","12/06/2024","Arthropoda_6656",1718,0.946556473829201
"p","IPEX","PUF_IPEX_02","29/05/2024","12/06/2024","Cnidaria_6073",90,0.0495867768595041
"p","IPEX","PUF_IPEX_02","29/05/2024","12/06/2024","Chordata_7711",7,0.00385674931129477
"p","IPEX","PUF_IPEX_03","12/06/2024","26/06/2024","Arthropoda_6656",11143,0.984277007331508
"p","IPEX","PUF_IPEX_03","12/06/2024","26/06/2024","Cnidaria_6073",118,0.0104231074993375
"p","IPEX","PUF_IPEX_03","12/06/2024","26/06/2024","Chordata_7711",60,0.00529988516915467
"p","IPEX","PUF_IPEX_04","26/06/2024","10/07/2024","Arthropoda_6656",1749,0.864130434782609
"p","IPEX","PUF_IPEX_04","26/06/2024","10/07/2024","Cnidaria_6073",191,0.0943675889328063
"p","IPEX","PUF_IPEX_04","26/06/2024","10/07/2024","Chordata_7711",79,0.0390316205533597
"p","IPEX","PUF_IPEX_04","26/06/2024","10/07/2024","Mollusca_6447",5,0.0024703557312253
"p","IPEX","PUF_IPEX_05","10/07/2024","24/07/2024","Arthropoda_6656",5593,0.952
"p","IPEX","PUF_IPEX_05","10/07/2024","24/07/2024","Cnidaria_6073",221,0.0376170212765957
"p","IPEX","PUF_IPEX_05","10/07/2024","24/07/2024","Chordata_7711",49,0.00834042553191489
"p","IPEX","PUF_IPEX_05","10/07/2024","24/07/2024","Mollusca_6447",12,0.00204255319148936
"p","IPEX","PUF_IPEX_06","24/07/2024","07/08/2024","Arthropoda_6656",1043,0.964847363552266
"p","IPEX","PUF_IPEX_06","24/07/2024","07/08/2024","Cnidaria_6073",31,0.028677150786309
"p","IPEX","PUF_IPEX_06","24/07/2024","07/08/2024","Chordata_7711",7,0.00647548566142461
"p","IPEX","PUF_IPEX_07","07/08/2024","21/08/2024","Arthropoda_6656",1589,0.895211267605634
"p","IPEX","PUF_IPEX_07","07/08/2024","21/08/2024","Cnidaria_6073",171,0.0963380281690141
"p","IPEX","PUF_IPEX_07","07/08/2024","21/08/2024","Chordata_7711",15,0.00845070422535211
"p","IPEX","PUF_IPEX_08","21/08/2024","04/09/2024","Arthropoda_6656",2116,0.892074198988196
"p","IPEX","PUF_IPEX_08","21/08/2024","04/09/2024","Cnidaria_6073",169,0.071247892074199
"p","IPEX","PUF_IPEX_08","21/08/2024","04/09/2024","Chordata_7711",87,0.0366779089376054
"p","IPEX","PUF_IPEX_09","04/09/2024","18/09/2024","Arthropoda_6656",1170,0.968543046357616
"p","IPEX","PUF_IPEX_09","04/09/2024","18/09/2024","Cnidaria_6073",38,0.0314569536423841
"p","IPEX","PUF_IPEX_10","18/09/2024","02/10/2024","Arthropoda_6656",4200,0.954762446010457
"p","IPEX","PUF_IPEX_10","18/09/2024","02/10/2024","Cnidaria_6073",199,0.0452375539895431
"p","Jean-Drapeau","PUF_JD_01","22/05/2024","05/06/2024","Arthropoda_6656",8893,0.998540309903436
"p","Jean-Drapeau","PUF_JD_01","22/05/2024","05/06/2024","Chordata_7711",13,0.00145969009656411
"p","Jean-Drapeau","PUF_JD_02","05/06/2024","19/06/2024","Arthropoda_6656",14236,0.998667134338828
"p","Jean-Drapeau","PUF_JD_02","05/06/2024","19/06/2024","Chordata_7711",14,0.000982111539810593
"p","Jean-Drapeau","PUF_JD_02","05/06/2024","19/06/2024","Cnidaria_6073",5,0.000350754121360926
"p","Jean-Drapeau","PUF_JD_03","19/06/2024","03/07/2024","Arthropoda_6656",908,0.870565675934803
"p","Jean-Drapeau","PUF_JD_03","19/06/2024","03/07/2024","Chordata_7711",100,0.0958772770853308
"p","Jean-Drapeau","PUF_JD_03","19/06/2024","03/07/2024","Cnidaria_6073",33,0.0316395014381592
"p","Jean-Drapeau","PUF_JD_03","19/06/2024","03/07/2024","Mollusca_6447",2,0.00191754554170662
"p","Jean-Drapeau","PUF_JD_04","03/07/2024","17/07/2024","Arthropoda_6656",1421,0.86069049061175
"p","Jean-Drapeau","PUF_JD_04","03/07/2024","17/07/2024","Chordata_7711",224,0.135675348273773
"p","Jean-Drapeau","PUF_JD_04","03/07/2024","17/07/2024","Mollusca_6447",6,0.00363416111447608
"p","Jean-Drapeau","PUF_JD_05","17/07/2024","31/07/2024","Arthropoda_6656",4094,0.972215625742104
"p","Jean-Drapeau","PUF_JD_05","17/07/2024","31/07/2024","Cnidaria_6073",57,0.0135359772025647
"p","Jean-Drapeau","PUF_JD_05","17/07/2024","31/07/2024","Chordata_7711",56,0.0132985039183092
"p","Jean-Drapeau","PUF_JD_05","17/07/2024","31/07/2024","Mollusca_6447",4,0.000949893137022085
"p","Jean-Drapeau","PUF_JD_06","31/07/2024","14/08/2024","Arthropoda_6656",3958,0.988758431176618
"p","Jean-Drapeau","PUF_JD_06","31/07/2024","14/08/2024","Cnidaria_6073",45,0.0112415688233825
"p","Jean-Drapeau","PUF_JD_07","14/08/2024","28/08/2024","Arthropoda_6656",4342,0.946588183998256
"p","Jean-Drapeau","PUF_JD_07","14/08/2024","28/08/2024","Cnidaria_6073",236,0.0514497492914759
"p","Jean-Drapeau","PUF_JD_07","14/08/2024","28/08/2024","Chordata_7711",9,0.00196206671026815
"p","Jean-Drapeau","PUF_JD_08","28/08/2024","11/09/2024","Arthropoda_6656",8732,0.99908466819222
"p","Jean-Drapeau","PUF_JD_08","28/08/2024","11/09/2024","Cnidaria_6073",8,0.00091533180778032
"p","Jean-Drapeau","PUF_JD_09","11/09/2024","25/09/2024","Arthropoda_6656",1141,0.939094650205761
"p","Jean-Drapeau","PUF_JD_09","11/09/2024","25/09/2024","Cnidaria_6073",63,0.0518518518518519
"p","Jean-Drapeau","PUF_JD_09","11/09/2024","25/09/2024","Chordata_7711",11,0.00905349794238683
"p","Jean-Drapeau","PUF_JD_10","25/09/2024","09/10/2024","Arthropoda_6656",8597,0.988047350879209
"p","Jean-Drapeau","PUF_JD_10","25/09/2024","09/10/2024","Chordata_7711",67,0.00770026433743248
"p","Jean-Drapeau","PUF_JD_10","25/09/2024","09/10/2024","Cnidaria_6073",37,0.00425238478335823
"p",NA,NA,NA,NA,"Arthropoda_6656",30193,0.999437272426349
"p",NA,NA,NA,NA,"Chordata_7711",17,0.000562727573651109
"c","Bird Observatory","PUF_MBO_01","20/05/2024","03/06/2024","Arachnida_6854",1421,0.61488533102553
"c","Bird Observatory","PUF_MBO_01","20/05/2024","03/06/2024","Insecta_50557",715,0.309389874513198
"c","Bird Observatory","PUF_MBO_01","20/05/2024","03/06/2024",NA,111,0.0480311553440069
"c","Bird Observatory","PUF_MBO_01","20/05/2024","03/06/2024","Mammalia_40674",59,0.0255300735612289
"c","Bird Observatory","PUF_MBO_01","20/05/2024","03/06/2024","Hydrozoa_6074",5,0.00216356555603635
"c","Bird Observatory","PUF_MBO_02","03/06/2024","17/06/2024","Insecta_50557",8078,0.524886289798571
"c","Bird Observatory","PUF_MBO_02","03/06/2024","17/06/2024","Arachnida_6854",7271,0.472449642625081
"c","Bird Observatory","PUF_MBO_02","03/06/2024","17/06/2024",NA,41,0.00266406757634828
"c","Bird Observatory","PUF_MBO_03","17/06/2024","01/07/2024","Insecta_50557",364,0.487282463186078
"c","Bird Observatory","PUF_MBO_03","17/06/2024","01/07/2024","Arachnida_6854",318,0.42570281124498
"c","Bird Observatory","PUF_MBO_03","17/06/2024","01/07/2024",NA,44,0.0589022757697456
"c","Bird Observatory","PUF_MBO_03","17/06/2024","01/07/2024","Mammalia_40674",21,0.0281124497991968
"c","Bird Observatory","PUF_MBO_04","01/07/2024","15/07/2024","Insecta_50557",549,0.486271036315323
"c","Bird Observatory","PUF_MBO_04","01/07/2024","15/07/2024","Mammalia_40674",308,0.272807794508415
"c","Bird Observatory","PUF_MBO_04","01/07/2024","15/07/2024","Arachnida_6854",272,0.240921169176262
"c","Bird Observatory","PUF_MBO_05","15/07/2024","29/07/2024","Insecta_50557",9068,0.970254654397603
"c","Bird Observatory","PUF_MBO_05","15/07/2024","29/07/2024","Arachnida_6854",150,0.016049646907768
"c","Bird Observatory","PUF_MBO_05","15/07/2024","29/07/2024","Gastropoda_6448",72,0.00770383051572865
"c","Bird Observatory","PUF_MBO_05","15/07/2024","29/07/2024",NA,36,0.00385191525786433
"c","Bird Observatory","PUF_MBO_05","15/07/2024","29/07/2024","Mammalia_40674",20,0.00213995292103574
"c","Bird Observatory","PUF_MBO_06","29/07/2024","12/08/2024","Insecta_50557",715,0.708622398414272
"c","Bird Observatory","PUF_MBO_06","29/07/2024","12/08/2024","Arachnida_6854",203,0.201189296333003
"c","Bird Observatory","PUF_MBO_06","29/07/2024","12/08/2024",NA,67,0.066402378592666
"c","Bird Observatory","PUF_MBO_06","29/07/2024","12/08/2024","Gastropoda_6448",24,0.0237859266600595
"c","Bird Observatory","PUF_MBO_07","12/08/2024","26/08/2024","Insecta_50557",1401,0.708291203235591
"c","Bird Observatory","PUF_MBO_07","12/08/2024","26/08/2024","Arachnida_6854",323,0.163296258847321
"c","Bird Observatory","PUF_MBO_07","12/08/2024","26/08/2024",NA,226,0.114256825075834
"c","Bird Observatory","PUF_MBO_07","12/08/2024","26/08/2024","Collembola_30001",23,0.0116279069767442
"c","Bird Observatory","PUF_MBO_07","12/08/2024","26/08/2024","Gastropoda_6448",5,0.00252780586450961
"c","Bird Observatory","PUF_MBO_08","26/08/2024","09/09/2024","Insecta_50557",1375,0.727898358920063
"c","Bird Observatory","PUF_MBO_08","26/08/2024","09/09/2024","Arachnida_6854",344,0.182106934886183
"c","Bird Observatory","PUF_MBO_08","26/08/2024","09/09/2024",NA,162,0.0857596611964002
"c","Bird Observatory","PUF_MBO_08","26/08/2024","09/09/2024","Gastropoda_6448",8,0.0042350449973531
"c","Bird Observatory","PUF_MBO_09","09/09/2024","23/09/2024","Insecta_50557",2014,0.694243364357118
"c","Bird Observatory","PUF_MBO_09","09/09/2024","23/09/2024","Arachnida_6854",562,0.193726301275422
"c","Bird Observatory","PUF_MBO_09","09/09/2024","23/09/2024",NA,156,0.0537745604963806
"c","Bird Observatory","PUF_MBO_09","09/09/2024","23/09/2024","Gastropoda_6448",100,0.0344708721130645
"c","Bird Observatory","PUF_MBO_09","09/09/2024","23/09/2024","Mammalia_40674",63,0.0217166494312306
"c","Bird Observatory","PUF_MBO_09","09/09/2024","23/09/2024","Hydrozoa_6074",6,0.00206825232678387
"c","Bird Observatory","PUF_MBO_10","23/09/2024","07/10/2024","Insecta_50557",929,0.556954436450839
"c","Bird Observatory","PUF_MBO_10","23/09/2024","07/10/2024","Arachnida_6854",483,0.289568345323741
"c","Bird Observatory","PUF_MBO_10","23/09/2024","07/10/2024",NA,236,0.141486810551559
"c","Bird Observatory","PUF_MBO_10","23/09/2024","07/10/2024","Collembola_30001",11,0.0065947242206235
"c","Bird Observatory","PUF_MBO_10","23/09/2024","07/10/2024","Gastropoda_6448",6,0.00359712230215827
"c","Bird Observatory","PUF_MBO_10","23/09/2024","07/10/2024","Mammalia_40674",3,0.00179856115107914
"c","Botanical Garden","PUF_BOT_01","17/05/2024","31/05/2024","Arachnida_6854",409,0.498780487804878
"c","Botanical Garden","PUF_BOT_01","17/05/2024","31/05/2024","Insecta_50557",302,0.368292682926829
"c","Botanical Garden","PUF_BOT_01","17/05/2024","31/05/2024",NA,73,0.0890243902439024
"c","Botanical Garden","PUF_BOT_01","17/05/2024","31/05/2024","Mammalia_40674",36,0.0439024390243902
"c","Botanical Garden","PUF_BOT_02","31/05/2024","14/06/2024","Arachnida_6854",1953,0.810709838107098
"c","Botanical Garden","PUF_BOT_02","31/05/2024","14/06/2024","Insecta_50557",330,0.136986301369863
"c","Botanical Garden","PUF_BOT_02","31/05/2024","14/06/2024",NA,50,0.020755500207555
"c","Botanical Garden","PUF_BOT_02","31/05/2024","14/06/2024","Collembola_30001",37,0.0153590701535907
"c","Botanical Garden","PUF_BOT_02","31/05/2024","14/06/2024","Mammalia_40674",37,0.0153590701535907
"c","Botanical Garden","PUF_BOT_02","31/05/2024","14/06/2024","Aves_8782",2,0.0008302200083022
"c","Botanical Garden","PUF_BOT_03","24/06/2024","28/06/2024","Mammalia_40674",88,1
"c","Botanical Garden","PUF_BOT_04","28/06/2024","12/07/2024","Insecta_50557",748,0.7982924226254
"c","Botanical Garden","PUF_BOT_04","28/06/2024","12/07/2024","Arachnida_6854",122,0.130202774813234
"c","Botanical Garden","PUF_BOT_04","28/06/2024","12/07/2024",NA,64,0.0683030949839915
"c","Botanical Garden","PUF_BOT_04","28/06/2024","12/07/2024","Mammalia_40674",3,0.0032017075773746
"c","Botanical Garden","PUF_BOT_05","12/07/2024","26/07/2024","Insecta_50557",1046,0.678339818417639
"c","Botanical Garden","PUF_BOT_05","12/07/2024","26/07/2024","Arachnida_6854",338,0.219195849546044
"c","Botanical Garden","PUF_BOT_05","12/07/2024","26/07/2024","Mammalia_40674",64,0.0415045395590143
